crop_name,soil_type,soil_moisture_level,temperature,humidity,rainfall,region_name,season,crop_age_in_days,predicted_disease_name
turmeric,deltaicalluvial,64,29,86,792,westgodavari,kharif,211,pythiumsoftrot
turmeric,redsandyloams,61,28,84,792,westgodavari,kharif,241,taphrinaleafspot
turmeric,clayloams,63,27,87,792,westgodavari,kharif,271,rhizomerot
cotton,redsandyloams,43,29,73,792,westgodavari,kharif,41,wilt
cotton,clayloams,45,28,76,792,westgodavari,kharif,61,verticilliumwilt
cotton,sandyalluvial,42,30,71,792,westgodavari,kharif,56,rootrot
cotton,deltaicalluvial,44,29,74,792,westgodavari,kharif,71,anthracnose
cotton,redsandyloams,46,28,77,792,westgodavari,kharif,81,areolatemildew
cotton,clayloams,44,29,73,792,westgodavari,kharif,91,bollrot
cotton,sandyalluvial,43,30,71,792,westgodavari,kharif,101,leafblight
cotton,deltaicalluvial,45,27,75,792,westgodavari,kharif,111,bacterialblight
cotton,redsandyloams,44,29,74,792,westgodavari,kharif,121,leafcurldisease
cotton,clayloams,46,28,76,792,westgodavari,kharif,131,stenosis
cotton,sandyalluvial,42,30,72,792,westgodavari,kharif,86,leafspot
cotton,deltaicalluvial,45,29,77,792,westgodavari,kharif,96,myrotheciumleafspot
cotton,redsandyloams,43,29,71,792,westgodavari,kharif,106,rust
cotton,clayloams,44,28,79,792,westgodavari,kharif,101,sootymould
sesamum,redsandyloams,44,29,73,792,westgodavari,kharif,31,rootrot
sesamum,clayloams,46,28,75,792,westgodavari,kharif,41,leafblight
sesamum,sandyalluvial,43,29,72,792,westgodavari,kharif,36,leafspot
sesamum,deltaicalluvial,45,27,76,792,westgodavari,kharif,51,wilt
sesamum,redsandyloams,47,28,71,792,westgodavari,kharif,56,stemblight
sesamum,clayloams,49,29,73,792,westgodavari,kharif,61,powderymildew
sesamum,sandyalluvial,44,30,70,792,westgodavari,kharif,46,bacterialleafspot
sesamum,deltaicalluvial,46,29,72,792,westgodavari,kharif,66,phyllody
sesamum,redsandyloams,45,28,74,792,westgodavari,kharif,71,bacterialleafspot
sesamum,clayloams,43,29,71,792,westgodavari,kharif,51,anthracnose
bengalgram,clayloams,43,26,76,239,westgodavari,rabi,36,ascochytablight
bengalgram,deltaicalluvial,45,25,77,239,westgodavari,rabi,41,rust
bengalgram,redsandyloams,44,27,73,239,westgodavari,rabi,51,wilt
bengalgram,clayloams,46,26,75,239,westgodavari,rabi,61,stuntdiseasevirus
bengalgram,sandyalluvial,42,27,72,239,westgodavari,rabi,46,collarrot
bengalgram,redsandyloams,44,26,74,239,westgodavari,rabi,56,footrot
bengalgram,clayloams,43,25,76,239,westgodavari,rabi,66,stemrot
bengalgram,deltaicalluvial,45,26,77,239,westgodavari,rabi,41,bacterialleafblight
bengalgram,redsandyloams,43,27,71,239,westgodavari,rabi,61,beancoonmosaicvirus
tobacco,sandyalluvial,43,26,77,239,westgodavari,rabi,21,dampingoff
tobacco,clayloams,45,27,75,239,westgodavari,rabi,31,blackshank
tobacco,redsandyloams,44,26,74,239,westgodavari,rabi,36,frogeyespot
tobacco,clayloams,46,25,76,239,westgodavari,rabi,41,powderymildew
tobacco,sandyalluvial,43,27,72,239,westgodavari,rabi,46,brownspot
tobacco,redsandyloams,44,26,75,239,westgodavari,rabi,51,anthracnose
tobacco,clayloams,45,26,73,239,westgodavari,rabi,56,wildfire
tobacco,redsandyloams,44,25,71,239,westgodavari,rabi,61,tobaccomosaic
tobacco,sandyalluvial,42,27,72,239,westgodavari,rabi,66,leafcurl
tobacco,clayloams,46,26,76,239,westgodavari,rabi,71,broomrape
sunflower,sandyalluvial,43,26,73,239,westgodavari,rabi,31,rootrot
sunflower,redsandyloams,44,27,75,239,westgodavari,rabi,41,leafblight
sunflower,clayloams,46,25,77,239,westgodavari,rabi,51,rust
sunflower,sandyalluvial,42,26,71,239,westgodavari,rabi,61,headrot
sunflower,redsandyloams,45,27,72,239,westgodavari,rabi,56,powderymildew
sunflower,clayloams,44,26,76,239,westgodavari,rabi,46,basalrot
sunflower,redsandyloams,43,25,75,239,westgodavari,rabi,66,necrosis
cotton,blackcotton,69,29,79,520,guntur,kharif,26,wilt
cotton,redsoils,51,32,66,390,guntur,kharif,31,verticilliumwilt
cotton,blackcotton,71,30,81,530,guntur,kharif,51,rootrot
cotton,blackcotton,76,28,86,620,guntur,kharif,86,anthracnose
cotton,blackcotton,66,28,83,500,guntur,kharif,36,greyorareolatemildew
cotton,blackcotton,81,27,89,600,guntur,kharif,76,bollrot
cotton,redsoils,61,30,71,450,guntur,kharif,41,leafblight
cotton,blackcotton,71,29,85,540,guntur,kharif,61,bacterialblight
cotton,redsoils,56,31,73,420,guntur,kharif,46,leafcurldisease
cotton,blackcotton,68,29,76,500,guntur,kharif,61,stenosisorsmallleaf
cotton,redsoils,51,33,61,360,guntur,kharif,46,rust
cotton,blackcotton,73,28,84,550,guntur,kharif,71,myrotheciumleafspot
cotton,redsoils,59,32,69,440,guntur,kharif,36,leafspot
cotton,blackcotton,79,29,87,600,guntur,kharif,81,sootymould
blackgram,redsoils,59,29,71,410,guntur,rabi,31,yellowmosaicdisease
blackgram,redsoils,56,28,69,400,guntur,rabi,46,anthracnose
blackgram,blackcotton,66,27,77,460,guntur,rabi,51,powderymildew
blackgram,redsoils,61,30,73,420,guntur,rabi,41,leafspot
blackgram,blackcotton,71,26,79,480,guntur,rabi,61,rust
blackgram,blackcotton,69,28,76,470,guntur,rabi,56,dryrootrot
blackgram,redsoils,51,31,67,390,guntur,rabi,36,leafcrinkledisease
blackgram,redsoils,53,32,66,380,guntur,rabi,31,leafcurl
blackgram,redsoils,55,30,68,400,guntur,rabi,41,ascochytaleafspot
blackgram,blackcotton,65,27,74,450,guntur,rabi,51,bacterialblight
maize,blackcotton,71,27,79,460,guntur,rabi,31,sorghumdownymildew
maize,redsoils,61,28,73,430,guntur,rabi,41,leafblight
maize,blackcotton,76,26,81,470,guntur,rabi,46,downymildew
maize,redsoils,59,29,71,410,guntur,rabi,36,philippinedownymildew
maize,blackcotton,69,30,77,450,guntur,rabi,51,crazytop
maize,blackcotton,74,28,80,460,guntur,rabi,56,headsmut
maize,blackcotton,71,29,78,480,guntur,rabi,61,bacterialstalkrot
maize,redsoils,65,30,69,420,guntur,rabi,41,rust
maize,redsoils,63,29,68,415,guntur,rabi,31,brownspot
maize,blackcotton,70,31,76,470,guntur,rabi,66,charcoalrot
maize,redsoils,61,27,71,400,guntur,rabi,36,mosaic
redgram,redsoils,56,29,69,400,guntur,rabi,31,sterilitymosaicdisease
redgram,redsoils,59,30,71,420,guntur,rabi,41,leafspot
redgram,blackcotton,66,28,76,450,guntur,rabi,46,stemblight
redgram,blackcotton,69,27,79,460,guntur,rabi,51,wilt
redgram,blackcotton,71,29,81,470,guntur,rabi,56,dryrootrot
redgram,redsoils,63,30,73,440,guntur,rabi,36,powderymildew
redgram,redsoils,53,32,66,390,guntur,rabi,26,seedlingblight
redgram,redsoils,61,29,69,410,guntur,rabi,41,brownblotch
redgram,blackcotton,67,28,77,455,guntur,rabi,51,anthracnose
redgram,redsoils,60,31,71,420,guntur,rabi,46,stemrot
redgram,redsoils,58,30,70,430,guntur,rabi,36,haloblight
blackgram,blackcotton,66,27,75,420,krishna,rabi,26,yellowmosaicdisease
blackgram,blackcotton,68,28,77,430,krishna,rabi,41,rust
blackgram,redloams,61,29,73,410,krishna,rabi,36,powderymildew
blackgram,sandyclayloams,56,30,69,390,krishna,rabi,31,anthracnose
blackgram,redloams,59,31,66,400,krishna,rabi,29,leafspot
blackgram,blackcotton,71,26,79,450,krishna,rabi,46,dryrootrot
blackgram,redloams,63,28,71,415,krishna,rabi,34,leafcrinkledisease
blackgram,sandyclayloams,58,29,70,395,krishna,rabi,27,leafcurl
blackgram,redloams,55,30,67,385,krishna,rabi,33,ascochytaleafspot
blackgram,blackcotton,69,27,76,435,krishna,rabi,41,bacterialblight
maize,blackcotton,69,27,75,430,krishna,rabi,31,downymildew
maize,blackcotton,71,28,77,440,krishna,rabi,36,sorghumdownymildew
maize,redloams,63,29,72,410,krishna,rabi,33,philippinedownymildew
maize,sandyclayloams,59,30,69,395,krishna,rabi,29,crazytop
maize,redloams,64,31,71,405,krishna,rabi,41,leafblight
maize,blackcotton,73,26,79,450,krishna,rabi,46,rust
maize,blackcotton,75,27,80,460,krishna,rabi,51,headsmut
maize,redloams,66,28,73,415,krishna,rabi,43,charcoalrot
maize,sandyclayloams,61,29,70,400,krishna,rabi,34,bacterialstalkrot
maize,redloams,65,30,72,405,krishna,rabi,37,mosaic
maize,blackcotton,72,28,76,435,krishna,rabi,39,brownspot
cotton,blackcotton,69,29,77,470,krishna,kharif,36,wilt
cotton,redloams,63,31,73,450,krishna,kharif,41,verticilliumwilt
cotton,blackcotton,71,30,75,480,krishna,kharif,46,rootrot
cotton,redloams,61,32,71,440,krishna,kharif,39,anthracnose
cotton,sandyclayloams,59,33,70,430,krishna,kharif,33,greyorareolatemildew
cotton,blackcotton,73,28,79,490,krishna,kharif,51,bollrot
cotton,redloams,64,30,74,455,krishna,kharif,43,leafblight
cotton,blackcotton,76,29,80,495,krishna,kharif,49,bacterialblight
cotton,sandyclayloams,62,31,72,440,krishna,kharif,37,leafcurldisease
cotton,redloams,60,32,69,435,krishna,kharif,40,stenosisorsmallleaf
cotton,redloams,61,31,71,440,krishna,kharif,35,leafspot
cotton,blackcotton,69,30,75,460,krishna,kharif,38,myrotheciumleafspot
cotton,sandyclayloams,63,29,74,445,krishna,kharif,42,rust
cotton,redloams,65,28,76,455,krishna,kharif,44,sootymould
greengram,redloams,61,27,71,240,krishna,rabi,31,powderymildew
greengram,blackcotton,69,28,75,250,krishna,rabi,35,anthracnose
greengram,redloams,63,26,69,235,krishna,rabi,29,leafspot
greengram,sandyclayloams,59,29,70,245,krishna,rabi,37,rust
greengram,blackcotton,71,27,74,255,krishna,rabi,41,dryrootrot
greengram,redloams,64,28,73,250,krishna,rabi,33,yellowmosaicdisease
greengram,blackcotton,73,26,76,260,krishna,rabi,34,leafcrinkledisease
greengram,sandyclayloams,60,29,71,240,krishna,rabi,32,leafcurl
greengram,redloams,62,27,72,245,krishna,rabi,30,ascochytaleafspot
greengram,blackcotton,70,28,75,250,krishna,rabi,36,bacterialblight
tobacco,sandyclayloams,63,26,71,240,krishna,rabi,26,dampingoff
tobacco,blackcotton,71,27,74,250,krishna,rabi,31,blackshank
tobacco,redloams,64,26,70,235,krishna,rabi,35,frogeyespot
tobacco,blackcotton,69,28,73,255,krishna,rabi,38,powderymildew
tobacco,redloams,61,29,69,230,krishna,rabi,40,brownspot
tobacco,sandyclayloams,66,28,72,245,krishna,rabi,42,anthracnose
tobacco,blackcotton,72,27,75,260,krishna,rabi,36,wildfire
tobacco,redloams,65,26,71,250,krishna,rabi,34,tobaccomosaic
tobacco,sandyclayloams,67,27,70,245,krishna,rabi,39,leafcurl
tobacco,blackcotton,73,26,76,255,krishna,rabi,45,broomrape
redgram,blackcotton,71,27,73,250,krishna,rabi,36,wilt
redgram,sandyclayloams,63,28,69,245,krishna,rabi,41,dryrootrot
redgram,redloams,61,26,71,240,krishna,rabi,39,powderymildew
redgram,redloams,64,27,73,248,krishna,rabi,43,stemblight
redgram,blackcotton,72,29,75,260,krishna,rabi,35,leafspot
redgram,sandyclayloams,66,26,76,250,krishna,rabi,37,sterilitymosaicdisease
redgram,redloams,62,26,69,238,krishna,rabi,29,seedlingblight
redgram,blackcotton,71,28,74,255,krishna,rabi,34,brownblotch
redgram,redloams,61,27,71,242,krishna,rabi,40,anthracnose
redgram,sandyclayloams,65,28,72,249,krishna,rabi,42,stemrot
mango,redloamy,41,29,71,110,visakhapatnam,kharif,201,anthracnose
mango,redloamy,41,29,71,110,visakhapatnam,kharif,201,rootrot
banana,alluvial,66,28,86,150,visakhapatnam,annual,301,panamawilt
pineapple,lateritic,51,26,81,140,visakhapatnam,annual,241,heartrot
guava,redsandyloam,56,27,76,90,visakhapatnam,kharif,151,wilt
guava,redsandyloam,56,27,76,90,visakhapatnam,kharif,151,fruitrot
tomato,sandyloam,66,24,79,45,visakhapatnam,kharif,41,leafcurlvirus
tomato,sandyloam,66,24,79,45,visakhapatnam,kharif,41,fruitrot
brinjal,sandyloam,61,26,81,60,visakhapatnam,kharif,91,bacterialwilt
bhendi,sandyloam,56,27,77,70,visakhapatnam,kharif,76,yellowveinmosaicvirus
chillies,redsandy,51,28,79,85,visakhapatnam,kharif,121,bacterialleafspot
chillies,redsandy,51,28,79,85,visakhapatnam,kharif,121,dieback
beans,clayloam,61,25,78,80,visakhapatnam,kharif,66,leafspot
gourds,sandyloam,59,26,75,75,visakhapatnam,kharif,61,downymildew
coffee,redloamy,66,21,91,160,visakhapatnam,annual,366,coffeerust
cashew,redsandy,36,31,66,100,visakhapatnam,kharif,251,teamosquitobug
coconut,coastalsandy,66,29,81,120,visakhapatnam,annual,366,budrot
arecanut,alluvial,61,28,83,130,visakhapatnam,annual,366,yellowleafdisease
turmeric,clayloam,71,27,81,110,visakhapatnam,kharif,241,rhizomerot
turmeric,clayloam,71,27,81,110,visakhapatnam,kharif,241,leafspot
mango,redloamy,41,29,71,110,srikakulam,kharif,201,anthracnose
chillies,sandyloam,61,27,76,80,srikakulam,kharif,61,powderymildew
chillies,sandyloam,61,27,76,80,srikakulam,kharif,61,dampingoff
onion,alluvialloam,56,25,79,70,srikakulam,rabi,91,purpleblotch
onion,alluvialloam,56,25,79,70,srikakulam,rabi,91,stemphyliumblight
coconut,sandy,66,29,81,120,srikakulam,annual,366,budrot
coconut,sandy,66,29,81,120,srikakulam,annual,366,eriophyidmiteinfestation
cashew,redsandy,36,31,66,100,srikakulam,kharif,251,teamosquitobug
cashew,redsandy,36,31,66,100,srikakulam,kharif,251,powderymildew
oilpalm,redloamy,71,30,86,150,srikakulam,annual,301,basalstemrot
arecanut,alluvial,61,28,83,130,srikakulam,annual,366,yellowleafdisease
mango,redsandyloam,41,29,71,1150,vizianagaram,kharif,201,anthracnose
mango,redsandyloam,41,29,71,1150,vizianagaram,kharif,201,hopper
mango,redsandyloam,41,29,71,1150,vizianagaram,kharif,201,mealybug
mango,redsandyloam,41,29,71,1150,vizianagaram,kharif,201,malformation
cashew,sandyloam,36,29,71,1150,vizianagaram,kharif,181,dieback
brinjal,loamy,46,29,76,1150,vizianagaram,kharif,121,leafspot
brinjal,loamy,46,29,76,1150,vizianagaram,kharif,121,fruitrot
arecanut,sandyloam,56,27,81,1150,vizianagaram,kharif,221,budrot
oilpalm,clayloam,61,27,81,1150,vizianagaram,kharif,221,basalstemrot
coconut,sandyloam,51,27,81,1150,vizianagaram,kharif,221,rootwilt
batavian,redloamy,56,29,81,665,nellore,kharif,201,fungalinfection
orange,redloamy,56,29,81,665,nellore,kharif,201,fungalinfection
cashew,redsandy,41,31,71,665,nellore,kharif,251,fungalinfection
banana,alluvial,71,28,86,665,nellore,kharif,301,fungalinfection
chillies,redsandy,51,28,79,665,nellore,kharif,121,spodoptera
chillies,redsandy,51,28,79,665,nellore,kharif,121,mold
oilpalm,redloamy,66,30,86,665,nellore,annual,301,rootzonefungalinfection
banana,blackcotton,36,29,76,200,krishna,kharif,91,leafspots
banana,blackcotton,36,29,76,200,krishna,kharif,91,rhizomerotting
guava,redloam,31,27,71,180,krishna,rabi,81,anthracnose
chillies,sandyclayloam,26,31,61,150,krishna,kharif,61,leafspots
chillies,sandyclayloam,26,31,61,150,krishna,kharif,61,anthracnose
tomato,sandyclayloam,31,29,66,160,krishna,rabi,71,leafspots
turmeric,blackcotton,46,28,81,210,krishna,kharif,121,rhizomerot
turmeric,blackcotton,46,28,81,210,krishna,postharvest,181,mouldpostharvest
coconut,blackcotton,51,29,79,220,krishna,rabi,151,mouldpostharvest
oilpalm,blackcotton,51,30,81,230,krishna,kharif,151,twistedleaves
oilpalm,blackcotton,51,30,81,230,krishna,kharif,151,hangingbunches
mango,clayloamy,31,29,76,1204,eastgodavari,kharif,151,waterstress
mango,clayloamy,31,29,76,1204,eastgodavari,kharif,151,rootzonerot
banana,sandyclayloam,36,29,81,1204,eastgodavari,kharif,91,rhizomerot
banana,sandyclayloam,36,29,81,1204,eastgodavari,kharif,91,lodging
lemon,clayloamy,31,29,81,1204,eastgodavari,kharif,101,fungalinfection
lemon,clayloamy,31,29,81,1204,eastgodavari,kharif,101,collarrot
cashew,redsandyloam,29,29,76,1204,eastgodavari,kharif,121,wetrootstress
chillies,sandyclayloam,29,29,71,1204,eastgodavari,kharif,76,fruitrot
bhendi,sandyclayloam,29,29,71,1204,eastgodavari,kharif,61,dampingoff
brinjal,sandyclayloam,29,29,71,1204,eastgodavari,kharif,76,leafspot
gourds,sandyclayloam,29,29,71,1204,eastgodavari,kharif,71,waterloggingdamage
coconut,clayloamy,41,30,81,1204,eastgodavari,kharif,181,rootstress
oilpalm,clayloamy,41,30,81,1204,eastgodavari,kharif,181,nutrientdeficiency
cashew,redsandyloam,36,29,71,120,westgodavari,kharif,201,teamosquitobug
mango,redloamy,41,29,71,120,westgodavari,kharif,201,anthracnose
banana,alluvial,61,30,81,120,westgodavari,yearround,301,sigatoka
lemon,sandyloam,36,28,69,120,westgodavari,rabi,181,citruscanker
chillies,blacksoil,46,31,66,120,westgodavari,rabi,151,leafcurlvirus
brinjal,clayloam,51,29,76,120,westgodavari,rabi,131,shootandfruitborer
oilpalm,clayloam,61,31,86,120,westgodavari,perennial,366,budrot
coconut,sandyloam,56,29,79,120,westgodavari,perennial,366,eriophyidmite
mango,redsoil,41,29,71,870,prakasam,kharif,201,anthracnose
mango,redsoil,41,29,71,870,prakasam,kharif,201,rootrot
sapota,redsoil,46,28,66,870,prakasam,kharif,181,wilt
papaya,redsandyloam,51,27,76,870,prakasam,kharif,181,ringspotvirus
lemon,redsoil,41,29,66,870,prakasam,kharif,161,bacterialleafspot
chillies,blacksoil,36,29,61,870,prakasam,kharif,131,dieback
chillies,blacksoil,36,29,61,870,prakasam,kharif,131,fruitrot
tomato,sandyloam,41,27,71,870,prakasam,kharif,101,blight
tomato,sandyloam,41,27,71,870,prakasam,kharif,101,wilt
tomato,sandyloam,41,27,71,870,prakasam,kharif,101,virus
coriander,blacksoil,31,25,61,870,prakasam,rabi,111,powderymildew
coriander,blacksoil,31,25,61,870,prakasam,rabi,111,wilt
bss355,sandyloam,66,27,66,876,guntur,kharif,91,chilliveinalmottleviruschivmv
bangaram,sandyloam,66,27,66,876,guntur,rabi,91,tospovirusgbnv
2222,sandyloam,66,27,66,876,guntur,kharif,91,cucumbermosaicviruscmv
classic,sandyloam,66,27,66,876,guntur,rabi,91,tobaccomosaicvirustmv
byadagi,sandyloam,66,27,66,876,guntur,kharif,91,chillileafcurlviruschlcv
5531,sandyloam,66,27,66,876,guntur,rabi,91,chilliveinalmottleviruschivmv
155,sandyloam,66,27,66,876,guntur,kharif,91,tospovirusgbnv
250,sandyloam,66,27,66,876,guntur,kharif,91,cucumbermosaicviruscmv
275,sandyloam,66,27,66,876,guntur,rabi,91,tobaccomosaicvirustmv
341,sandyloam,66,27,66,876,guntur,kharif,91,chillileafcurlviruschlcv
no5,sandyloam,66,27,66,876,guntur,rabi,91,chilliveinalmottleviruschivmv
tejeswini,sandyloam,66,27,66,876,guntur,kharif,91,tospovirusgbnv
lca625,sandyloam,66,27,66,876,guntur,kharif,91,cucumbermosaicviruscmv
lca620,sandyloam,66,27,66,876,guntur,rabi,91,tobaccomosaicvirustmv
lch111,sandyloam,66,27,66,876,guntur,kharif,91,chillileafcurlviruschlcv
lca657,sandyloam,66,27,66,876,guntur,rabi,91,chilliveinalmottleviruschivmv
lca680,sandyloam,66,27,66,876,guntur,kharif,91,tospovirusgbnv
lca684,sandyloam,66,27,66,876,guntur,rabi,91,cucumbermosaicviruscmv
lca643,sandyloam,66,27,66,876,guntur,kharif,91,tobaccomosaicvirustmv
mango,redloamy,41,29,71,110,guntur,kharif,201,anthracnose
mango,redloamy,41,29,71,110,guntur,kharif,201,powderymildew
mango,redloamy,41,29,71,110,guntur,kharif,201,dieback
banana,loamy,61,27,86,150,guntur,kharif,181,sigatokaleafspot
banana,loamy,61,27,86,150,guntur,kharif,181,panamawilt
banana,loamy,61,27,86,150,guntur,kharif,181,anthracnose
lemon,sandyloam,36,28,66,100,guntur,rabi,161,citruscanker
lemon,sandyloam,36,28,66,100,guntur,rabi,161,guosis
lemon,sandyloam,36,28,66,100,guntur,rabi,161,dieback
orange,sandyloam,36,28,66,100,guntur,rabi,161,citruscanker
orange,sandyloam,36,28,66,100,guntur,rabi,161,fungalinfections
orange,sandyloam,36,28,66,100,guntur,rabi,161,dieback
papaya,loamy,51,29,76,130,guntur,kharif,151,powderymildew
papaya,loamy,51,29,76,130,guntur,kharif,151,anthracnose
papaya,loamy,51,29,76,130,guntur,kharif,151,ringspotvirus
chillies,blacksoil,31,28,61,90,guntur,rabi,141,anthracnose
chillies,blacksoil,31,28,61,90,guntur,rabi,141,powderymildew
chillies,blacksoil,31,28,61,90,guntur,rabi,141,leafspot
bhendi,sandyloam,31,29,66,100,guntur,kharif,121,yellowveinmosaicvirus
bhendi,sandyloam,31,29,66,100,guntur,kharif,121,powderymildew
bhendi,sandyloam,31,29,66,100,guntur,kharif,121,leafspot
cucumber,sandyloam,41,29,71,100,guntur,kharif,121,downymildew
cucumber,sandyloam,41,29,71,100,guntur,kharif,121,powderymildew
cucumber,sandyloam,41,29,71,100,guntur,kharif,121,anthracnose
brinjal,loamy,46,26,76,100,guntur,rabi,131,bacterialwilt
brinjal,loamy,46,26,76,100,guntur,rabi,131,leafspot
brinjal,loamy,46,26,76,100,guntur,rabi,131,collarrot
turmeric,sandyloam,56,27,81,120,guntur,kharif,221,rhizomerot
turmeric,sandyloam,56,27,81,120,guntur,kharif,221,leafspot
turmeric,sandyloam,56,27,81,120,guntur,kharif,221,rhizomeflyinfestation
sugarcane,redsoil,45,28,85,1162,srikakulam,kharif,366,redrot
sugarcane,redsoil,42,30,75,1162,srikakulam,kharif,91,smut
sugarcane,redsoil,55,27,80,1162,srikakulam,kharif,16,settrot
sugarcane,redsoil,48,32,70,1162,srikakulam,kharif,181,wilt
sugarcane,redsoil,50,29,88,1162,srikakulam,kharif,151,rust
sugarcane,redsoil,47,30,78,1162,srikakulam,kharif,121,guosis
sugarcane,redsoil,46,29,82,1162,srikakulam,kharif,101,redstripe
sugarcane,redsoil,44,28,80,1162,srikakulam,kharif,91,sugarcanemosaicvirus
sugarcane,redsoil,50,31,78,1162,srikakulam,kharif,151,grassyshootdisease
sugarcane,redsoil,43,30,82,1162,srikakulam,kharif,366,ratoonstuntingdisease
sugarcane,redclayloam,50,31,78,1200,visakhapatnam,kharif,151,grassyshootdisease
sugarcane,redclayloam,45,28,85,1200,visakhapatnam,kharif,366,redrot
sugarcane,redclayloam,42,30,75,1200,visakhapatnam,kharif,91,smut
sugarcane,redclayloam,55,27,80,1200,visakhapatnam,kharif,16,settrot
sugarcane,redclayloam,48,32,70,1200,visakhapatnam,kharif,181,wilt
sugarcane,redclayloam,50,29,88,1200,visakhapatnam,kharif,151,rust
sugarcane,redclayloam,47,30,78,1200,visakhapatnam,kharif,121,guosis
sugarcane,redclayloam,46,29,82,1200,visakhapatnam,kharif,101,redstripe
sugarcane,clayloam,48,29,80,1200,visakhapatnam,kharif,366,redrot
sugarcane,clayloam,45,31,74,1200,visakhapatnam,kharif,91,smut
sugarcane,clayloam,55,28,82,1200,visakhapatnam,kharif,16,settrot
sugarcane,clayloam,50,32,72,1200,visakhapatnam,kharif,181,wilt
sugarcane,clayloam,51,29,86,1200,visakhapatnam,kharif,151,rust
sugarcane,redsandyloam,42,29,78,1200,visakhapatnam,kharif,366,redrot
sugarcane,redsandyloam,40,31,70,1200,visakhapatnam,kharif,91,smut
sugarcane,redsandyloam,53,27,82,1200,visakhapatnam,kharif,16,settrot
sugarcane,redsandyloam,48,29,85,1200,visakhapatnam,kharif,151,rust
sugarcane,clayloam,48,30,78,1200,visakhapatnam,kharif,121,guosis
sugarcane,redsandyloam,45,30,77,1200,visakhapatnam,kharif,121,guosis
sugarcane,clayloam,44,28,79,1200,visakhapatnam,kharif,91,sugarcanemosaicvirus
sugarcane,clayloam,42,30,80,1132,vizayanagaram,kharif,366,ratoonstuntingdisease
sugarcane,redsandyloam,45,28,85,1132,vizayanagaram,kharif,366,redrot
sugarcane,redsandyloam,42,30,75,1132,vizayanagaram,kharif,91,smut
sugarcane,redsandyloam,53,27,80,1132,vizayanagaram,kharif,16,settrot
sugarcane,redsandyloam,48,32,70,1132,vizayanagaram,kharif,181,wilt
sugarcane,redsandyloam,50,29,88,1132,vizayanagaram,kharif,151,rust
sugarcane,redsandyloam,45,30,78,1132,vizayanagaram,kharif,121,guosis
sugarcane,redsandyclayloam,48,29,82,1132,vizayanagaram,kharif,101,redstripe
sugarcane,redsandyclayloam,44,28,80,1132,vizayanagaram,kharif,91,sugarcanemosaicvirus
sugarcane,redsandyclayloam,50,31,78,1132,vizayanagaram,kharif,151,grassyshootdisease
sugarcane,redsandyclayloam,43,30,82,1132,vizayanagaram,kharif,366,ratoonstuntingdisease
sugarcane,clayloam,48,29,80,1132,vizayanagaram,kharif,366,redrot
sugarcane,clayloam,45,31,74,1132,vizayanagaram,kharif,91,smut
sugarcane,clayloam,55,28,82,1132,vizayanagaram,kharif,16,settrot
sugarcane,clayloam,50,32,72,1132,vizayanagaram,kharif,181,wilt
sugarcane,clayloam,51,29,86,1132,vizayanagaram,kharif,151,rust
sugarcane,clayloam,48,30,78,1132,vizayanagaram,kharif,121,guosis
sugarcane,clayloam,46,30,81,1132,vizayanagaram,kharif,101,redstripe
sugarcane,clayloam,44,28,79,1132,vizayanagaram,kharif,91,sugarcanemosaicvirus
sugarcane,clayloam,51,31,77,1132,vizayanagaram,kharif,151,grassyshootdisease
sugarcane,redsandyloam,45,30,82,1020,eastgodavari,kharif,366,ratoonstuntingdisease
sugarcane,sandyclayloam,55,30,85,1020,eastgodavari,kharif,366,redrot
sugarcane,sandyclayloam,52,32,78,1020,eastgodavari,kharif,91,smut
sugarcane,sandyclayloam,60,28,85,1020,eastgodavari,rabi,16,settrot
sugarcane,sandyclayloam,58,33,80,1020,eastgodavari,kharif,181,wilt
sugarcane,clayloam,57,30,88,1020,eastgodavari,kharif,151,rust
sugarcane,clayloam,53,31,79,1020,eastgodavari,rabi,121,guosis
sugarcane,clayloam,50,29,83,1020,eastgodavari,rabi,101,redstripe
sugarcane,clayloam,55,30,81,1020,eastgodavari,rabi,91,sugarcanemosaicvirus
sugarcane,redsandyloam,48,31,79,1020,eastgodavari,kharif,151,grassyshootdisease
sugarcane,clayloam,56,30,85,1152,westgodavari,kharif,366,ratoonstuntingdisease
sugarcane,redsandyloam,52,30,85,1152,westgodavari,kharif,366,redrot
sugarcane,clayloam,55,32,80,1152,westgodavari,kharif,91,smut
sugarcane,alluvial,58,31,84,1152,westgodavari,kharif,16,settrot
sugarcane,deltaicalluvial,60,30,86,1152,westgodavari,kharif,181,wilt
sugarcane,clayloam,54,29,88,1152,westgodavari,kharif,151,rust
sugarcane,clayloam,55,30,82,1152,westgodavari,kharif,91,sugarcanemosaicvirus
sugarcane,deltaicalluvial,60,29,84,1152,westgodavari,kharif,151,grassyshootdisease
sugarcane,redloam,52,30,80,1034,krishna,rabi,366,ratoonstuntingdisease
sugarcane,blackcottonsoil,58,30,82,1034,krishna,rabi,366,redrot
sugarcane,redloam,52,31,80,1034,krishna,rabi,91,smut
sugarcane,sandyclayloam,55,30,81,1034,krishna,rabi,16,settrot
sugarcane,blackcottonsoil,60,29,78,1034,krishna,rabi,181,wilt
sugarcane,redloam,53,28,79,1034,krishna,rabi,151,rust
